temporada,competicao,rodada_comp,data,local,time,adversario,placar,posicao_campo,minuto,placar_pos_gol,tipo,jogador_assistente
17/18,LaLiga,19,14/01/2018,A,FC Barcelona,Real Sociedad,02:04,SS,85,02:04,Direct free kick,
17/18,LaLiga,20,21/01/2018,A,FC Barcelona,Real Betis Balompie,00:05,SS,64,00:02,Left-footed shot,Sergio Busquets
17/18,LaLiga,20,21/01/2018,A,FC Barcelona,Real Betis Balompie,00:05,SS,80,00:04,Left-footed shot,Luis Suarez
17/18,Copa del Rey,Quarter-Finals,25/01/2018,H,FC Barcelona,RCD Espanyol Barcelona,02:00,SS,25,02:00,Deflected shot on goal,
17/18,LaLiga,21,28/01/2018,H,FC Barcelona,Deportivo Alaves,02:01,SS,84,02:01,Direct free kick,
17/18,UEFA Champions League,last 16,20/02/2018,A,FC Barcelona,Chelsea FC,01:01,SS,75,01:01,Left-footed shot,Andres Iniesta
17/18,LaLiga,25,24/02/2018,H,FC Barcelona,Girona FC,06:01,SS,30,02:01,Left-footed shot,Luis Suarez
17/18,LaLiga,25,24/02/2018,H,FC Barcelona,Girona FC,06:01,SS,36,03:01,Direct free kick,
17/18,LaLiga,26,01/03/2018,A,FC Barcelona,UD Las Palmas,01:01,SS,21,00:01,Direct free kick,
17/18,LaLiga,27,04/03/2018,H,FC Barcelona,Atletico de Madrid,01:00,SS,26,01:00,Direct free kick,
17/18,UEFA Champions League,last 16,14/03/2018,H,FC Barcelona,Chelsea FC,03:00,SS,3,01:00,Right-footed shot,Luis Suarez
17/18,UEFA Champions League,last 16,14/03/2018,H,FC Barcelona,Chelsea FC,03:00,SS,63,03:00,Left-footed shot,Luis Suarez
17/18,LaLiga,29,18/03/2018,H,FC Barcelona,Athletic Bilbao,02:00,SS,30,02:00,Left-footed shot,Ousmane Dembele
17/18,LaLiga,30,31/03/2018,A,FC Barcelona,Sevilla FC,02:02,RW,89,02:02,Left-footed shot,Philippe Coutinho
17/18,LaLiga,31,07/04/2018,H,FC Barcelona,CD Leganes,03:01,SS,27,01:00,Direct free kick,
17/18,LaLiga,31,07/04/2018,H,FC Barcelona,CD Leganes,03:01,SS,32,02:00,Left-footed shot,Philippe Coutinho
17/18,LaLiga,31,07/04/2018,H,FC Barcelona,CD Leganes,03:01,SS,87,03:01,Left-footed shot,Ousmane Dembele
17/18,Copa del Rey,Final,21/04/2018,A,FC Barcelona,Sevilla FC,00:05,SS,31,00:02,Left-footed shot,Jordi Alba
17/18,LaLiga,35,29/04/2018,A,FC Barcelona,Deportivo de La Coruaa,02:04,CF,38,00:02,Left-footed shot,Luis Suarez
17/18,LaLiga,35,29/04/2018,A,FC Barcelona,Deportivo de La Coruaa,02:04,CF,82,02:03,Right-footed shot,Luis Suarez
17/18,LaLiga,35,29/04/2018,A,FC Barcelona,Deportivo de La Coruaa,02:04,CF,85,02:04,Left-footed shot,Luis Suarez
17/18,LaLiga,36,06/05/2018,H,FC Barcelona,Real Madrid,02:02,SS,52,02:01,Left-footed shot,Luis Suarez
17/18,LaLiga,34,09/05/2018,H,FC Barcelona,Villarreal CF,05:01,CF,45,03:00,Left-footed shot,Andres Iniesta
18/19,LaLiga,1,18/08/2018,H,FC Barcelona,Deportivo Alaves,03:00,RW,64,01:00,Direct free kick,
18/19,LaLiga,1,18/08/2018,H,FC Barcelona,Deportivo Alaves,03:00,RW,90+2,03:00,Left-footed shot,Luis Suarez
18/19,LaLiga,3,02/09/2018,H,FC Barcelona,SD Huesca,08:02,RW,16,01:01,Right-footed shot,Ivan Rakitic
18/19,LaLiga,3,02/09/2018,H,FC Barcelona,SD Huesca,08:02,RW,61,06:02,Left-footed shot,Philippe Coutinho
18/19,UEFA Champions League,Group Stage,18/09/2018,H,FC Barcelona,PSV Eindhoven,04:00,RW,31,01:00,Direct free kick,
18/19,UEFA Champions League,Group Stage,18/09/2018,H,FC Barcelona,PSV Eindhoven,04:00,RW,77,03:00,Left-footed shot,Ivan Rakitic
18/19,UEFA Champions League,Group Stage,18/09/2018,H,FC Barcelona,PSV Eindhoven,04:00,RW,87,04:00,Right-footed shot,Luis Suarez
18/19,LaLiga,5,23/09/2018,H,FC Barcelona,Girona FC,02:02,RW,19,01:00,Left-footed shot,Arturo Vidal
18/19,UEFA Champions League,Group Stage,03/10/2018,A,FC Barcelona,Tottenham Hotspur,02:04,RW,56,01:03,Left-footed shot,Jordi Alba
18/19,UEFA Champions League,Group Stage,03/10/2018,A,FC Barcelona,Tottenham Hotspur,02:04,RW,90,02:04,Left-footed shot,Jordi Alba
18/19,LaLiga,8,07/10/2018,A,FC Barcelona,Valencia CF,01:01,RW,23,01:01,Left-footed shot,Luis Suarez
18/19,LaLiga,9,20/10/2018,H,FC Barcelona,Sevilla FC,04:02,RW,12,02:00,Left-footed shot,Luis Suarez
18/19,LaLiga,12,11/11/2018,H,FC Barcelona,Real Betis Balompie,03:04,SS,68,01:02,Penalty,
18/19,LaLiga,12,11/11/2018,H,FC Barcelona,Real Betis Balompie,03:04,SS,90+4,03:04,Left-footed shot,Arturo Vidal
18/19,UEFA Champions League,Group Stage,28/11/2018,A,FC Barcelona,PSV Eindhoven,01:02,CF,61,00:01,Left-footed shot,Ousmane Dembele
18/19,LaLiga,15,08/12/2018,A,FC Barcelona,RCD Espanyol Barcelona,00:04,RW,17,00:01,Direct free kick,
18/19,LaLiga,15,08/12/2018,A,FC Barcelona,RCD Espanyol Barcelona,00:04,RW,65,00:04,Direct free kick,
18/19,LaLiga,16,16/12/2018,A,FC Barcelona,Levante UD,00:05,SS,43,00:02,Right-footed shot,Sergio Busquets
18/19,LaLiga,16,16/12/2018,A,FC Barcelona,Levante UD,00:05,SS,47,00:03,Left-footed shot,
18/19,LaLiga,16,16/12/2018,A,FC Barcelona,Levante UD,00:05,SS,60,00:04,Left-footed shot,Arturo Vidal
18/19,LaLiga,17,22/12/2018,H,FC Barcelona,Celta de Vigo,02:00,RW,45,02:00,Left-footed shot,Jordi Alba
18/19,LaLiga,18,06/01/2019,A,FC Barcelona,Getafe CF,01:02,RW,20,00:01,Left-footed shot,
18/19,LaLiga,19,13/01/2019,H,FC Barcelona,SD Eibar,03:00,RW,53,02:00,Left-footed shot,Luis Suarez
18/19,Copa del Rey,last 16,17/01/2019,H,FC Barcelona,Levante UD,03:00,CF,54,03:00,Left-footed shot,Nelson Semedo
18/19,LaLiga,20,20/01/2019,H,FC Barcelona,CD Leganes,03:01,SS,90+2,03:01,Right-footed shot,Jordi Alba
18/19,LaLiga,21,27/01/2019,A,FC Barcelona,Girona FC,00:02,RW,69,00:02,Left-footed shot,Jordi Alba
18/19,Copa del Rey,Quarter-Finals,30/01/2019,H,FC Barcelona,Sevilla FC,06:01,RW,90+2,06:01,Left-footed shot,Jordi Alba
18/19,LaLiga,22,02/02/2019,H,FC Barcelona,Valencia CF,02:02,RW,39,01:02,Penalty,
18/19,LaLiga,22,02/02/2019,H,FC Barcelona,Valencia CF,02:02,RW,64,02:02,Left-footed shot,Arturo Vidal
18/19,LaLiga,24,16/02/2019,H,FC Barcelona,Real Valladolid CF,01:00,RW,43,01:00,Penalty,
18/19,LaLiga,25,23/02/2019,A,FC Barcelona,Sevilla FC,02:04,RW,26,01:01,Left-footed shot,Ivan Rakitic
18/19,LaLiga,25,23/02/2019,A,FC Barcelona,Sevilla FC,02:04,RW,67,02:02,Right-footed shot,Ousmane Dembele
18/19,LaLiga,25,23/02/2019,A,FC Barcelona,Sevilla FC,02:04,RW,85,02:03,Left-footed shot,
18/19,LaLiga,27,09/03/2019,H,FC Barcelona,Rayo Vallecano,03:01,RW,51,02:01,Penalty,
18/19,UEFA Champions League,last 16,13/03/2019,H,FC Barcelona,Olympique Lyon,05:01,RW,18,01:00,Penalty,
18/19,UEFA Champions League,last 16,13/03/2019,H,FC Barcelona,Olympique Lyon,05:01,RW,78,03:01,Right-footed shot,Sergio Busquets
18/19,LaLiga,28,17/03/2019,A,FC Barcelona,Real Betis Balompie,01:04,SS,18,00:01,Direct free kick,
18/19,LaLiga,28,17/03/2019,A,FC Barcelona,Real Betis Balompie,01:04,SS,45+2,00:02,Left-footed shot,Luis Suarez
18/19,LaLiga,28,17/03/2019,A,FC Barcelona,Real Betis Balompie,01:04,SS,85,01:04,Left-footed shot,Ivan Rakitic
18/19,LaLiga,29,30/03/2019,H,FC Barcelona,RCD Espanyol Barcelona,02:00,RW,71,01:00,Direct free kick,
18/19,LaLiga,29,30/03/2019,H,FC Barcelona,RCD Espanyol Barcelona,02:00,RW,89,02:00,Left-footed shot,Malcom
18/19,LaLiga,30,02/04/2019,A,FC Barcelona,Villarreal CF,04:04,RW,90,04:03,Direct free kick,
18/19,LaLiga,31,06/04/2019,H,FC Barcelona,Atletico de Madrid,02:00,SS,87,02:00,Left-footed shot,
18/19,UEFA Champions League,Quarter-Finals,16/04/2019,H,FC Barcelona,Manchester United,03:00,RW,16,01:00,Left-footed shot,
18/19,UEFA Champions League,Quarter-Finals,16/04/2019,H,FC Barcelona,Manchester United,03:00,RW,20,02:00,Right-footed shot,
18/19,LaLiga,35,27/04/2019,H,FC Barcelona,Levante UD,01:00,RW,62,01:00,Left-footed shot,Arturo Vidal
18/19,UEFA Champions League,Semi-Finals,01/05/2019,H,FC Barcelona,Liverpool FC,03:00,RW,75,02:00,Left-footed shot,Luis Suarez
18/19,UEFA Champions League,Semi-Finals,01/05/2019,H,FC Barcelona,Liverpool FC,03:00,RW,82,03:00,Direct free kick,
18/19,LaLiga,38,19/05/2019,A,FC Barcelona,SD Eibar,02:02,CF,31,01:01,Left-footed shot,Arturo Vidal
18/19,LaLiga,38,19/05/2019,A,FC Barcelona,SD Eibar,02:02,CF,32,01:02,Left-footed shot,Ivan Rakitic
18/19,Copa del Rey,Final,25/05/2019,H,FC Barcelona,Valencia CF,01:02,CF,73,01:02,Left-footed shot,Clement Lenglet
19/20,LaLiga,8,06/10/2019,H,FC Barcelona,Sevilla FC,04:00,RW,78,04:00,Direct free kick,
19/20,LaLiga,9,19/10/2019,A,FC Barcelona,SD Eibar,00:03,RW,58,00:02,Left-footed shot,Antoine Griezmann
19/20,UEFA Champions League,Group Stage,23/10/2019,A,FC Barcelona,SK Slavia Prague,01:02,RW,3,00:01,Left-footed shot,Arthur
19/20,LaLiga,11,29/10/2019,H,FC Barcelona,Real Valladolid CF,05:01,RW,34,03:01,Direct free kick,
19/20,LaLiga,11,29/10/2019,H,FC Barcelona,Real Valladolid CF,05:01,RW,75,04:01,Left-footed shot,Ivan Rakitic
19/20,LaLiga,12,02/11/2019,A,FC Barcelona,Levante UD,03:01,RW,38,00:01,Penalty,
19/20,LaLiga,13,09/11/2019,H,FC Barcelona,Celta de Vigo,04:01,RW,23,01:00,Penalty,
19/20,LaLiga,13,09/11/2019,H,FC Barcelona,Celta de Vigo,04:01,RW,45+1,02:01,Direct free kick,
19/20,LaLiga,13,09/11/2019,H,FC Barcelona,Celta de Vigo,04:01,RW,48,03:01,Direct free kick,
19/20,UEFA Champions League,Group Stage,27/11/2019,H,FC Barcelona,Borussia Dortmund,03:01,RW,33,02:00,Left-footed shot,Luis Suarez
19/20,LaLiga,15,01/12/2019,A,FC Barcelona,Atletico de Madrid,00:01,RW,86,00:01,Left-footed shot,Luis Suarez
19/20,LaLiga,16,07/12/2019,H,FC Barcelona,RCD Mallorca,05:02,RW,17,02:00,Left-footed shot,Antoine Griezmann
19/20,LaLiga,16,07/12/2019,H,FC Barcelona,RCD Mallorca,05:02,RW,41,03:01,Left-footed shot,Ivan Rakitic
19/20,LaLiga,16,07/12/2019,H,FC Barcelona,RCD Mallorca,05:02,RW,83,05:02,Left-footed shot,Luis Suarez
19/20,LaLiga,18,21/12/2019,H,FC Barcelona,Deportivo Alaves,04:01,RW,69,03:01,Left-footed shot,Luis Suarez
19/20,Supercopa,Semi-Finals,09/01/2020,H,FC Barcelona,Atletico de Madrid,02:03,RW,51,01:01,Right-footed shot,Luis Suarez
19/20,LaLiga,20,19/01/2020,H,FC Barcelona,Granada CF,01:00,CF,76,01:00,Right-footed shot,Arturo Vidal
19/20,Copa del Rey,Round of 16,30/01/2020,H,FC Barcelona,CD Leganes,05:00,RW,59,03:00,Left-footed shot,Frenkie de Jong
19/20,Copa del Rey,Round of 16,30/01/2020,H,FC Barcelona,CD Leganes,05:00,RW,89,05:00,Left-footed shot,Ivan Rakitic
19/20,LaLiga,25,22/02/2020,H,FC Barcelona,SD Eibar,05:00,SS,14,01:00,Left-footed shot,Ivan Rakitic
19/20,LaLiga,25,22/02/2020,H,FC Barcelona,SD Eibar,05:00,SS,37,02:00,Left-footed shot,Arturo Vidal
19/20,LaLiga,25,22/02/2020,H,FC Barcelona,SD Eibar,05:00,SS,40,03:00,Left-footed shot,
19/20,LaLiga,25,22/02/2020,H,FC Barcelona,SD Eibar,05:00,SS,87,04:00,Left-footed shot,
19/20,LaLiga,27,07/03/2020,H,FC Barcelona,Real Sociedad,01:00,CF,81,01:00,Penalty,
19/20,LaLiga,28,13/06/2020,A,FC Barcelona,RCD Mallorca,00:04,RW,90+3,00:04,Right-footed shot,Luis Suarez
19/20,LaLiga,29,16/06/2020,H,FC Barcelona,CD Leganes,02:00,RW,69,02:00,Penalty,
19/20,LaLiga,33,30/06/2020,H,FC Barcelona,Atletico de Madrid,02:02,SS,50,02:01,Penalty,
19/20,LaLiga,37,16/07/2020,H,FC Barcelona,CA Osasuna,01:02,RW,62,01:01,Direct free kick,
19/20,LaLiga,38,19/07/2020,A,FC Barcelona,Deportivo Alaves,00:05,RW,34,00:02,Left-footed shot,Riqui Puig
19/20,LaLiga,38,19/07/2020,A,FC Barcelona,Deportivo Alaves,00:05,RW,75,00:05,Left-footed shot,Jordi Alba
19/20,UEFA Champions League,last 16,08/08/2020,H,FC Barcelona,SSC Napoli,03:01,SS,23,02:00,Left-footed shot,
20/21,LaLiga,3,27/09/2020,H,FC Barcelona,Villarreal CF,04:00,CF,35,03:00,Penalty,
20/21,UEFA Champions League,Group Stage,20/10/2020,H,FC Barcelona,Ferencvarosi TC,05:01,CF,27,01:00,Penalty,
20/21,UEFA Champions League,Group Stage,28/10/2020,A,FC Barcelona,Juventus FC,00:02,CF,90+1,00:02,Penalty,
20/21,UEFA Champions League,Group Stage,04/11/2020,H,FC Barcelona,Dynamo Kyiv,02:01,RW,5,01:00,Penalty,
20/21,LaLiga,9,07/11/2020,H,FC Barcelona,Real Betis Balompie,05:02,CF,61,03:01,Penalty,
20/21,LaLiga,9,07/11/2020,H,FC Barcelona,Real Betis Balompie,05:02,CF,82,04:02,Left-footed shot,Sergi Roberto
20/21,LaLiga,11,29/11/2020,H,FC Barcelona,CA Osasuna,04:00,RW,73,04:00,Left-footed shot,Francisco Trincao
20/21,LaLiga,13,13/12/2020,H,FC Barcelona,Levante UD,01:00,CF,76,01:00,Left-footed shot,Frenkie de Jong
20/21,LaLiga,14,19/12/2020,H,FC Barcelona,Valencia CF,02:02,CF,45+4,01:01,Header,
20/21,LaLiga,15,22/12/2020,A,FC Barcelona,Real Valladolid CF,00:03,AM,65,00:03,Left-footed shot,Pedri
20/21,LaLiga,2,06/01/2021,A,FC Barcelona,Athletic Bilbao,02:03,CF,38,01:02,Left-footed shot,Pedri
20/21,LaLiga,2,06/01/2021,A,FC Barcelona,Athletic Bilbao,02:03,CF,62,01:03,Left-footed shot,Antoine Griezmann
20/21,LaLiga,18,09/01/2021,A,FC Barcelona,Granada CF,00:04,CF,35,00:02,Left-footed shot,Antoine Griezmann
20/21,LaLiga,18,09/01/2021,A,FC Barcelona,Granada CF,00:04,CF,42,00:03,Direct free kick,
20/21,Copa del Rey,Round of 16,27/01/2021,A,FC Barcelona,Rayo Vallecano,01:02,CF,69,01:01,Left-footed shot,Antoine Griezmann
20/21,LaLiga,21,31/01/2021,H,FC Barcelona,Athletic Bilbao,02:01,CF,20,01:00,Direct free kick,
20/21,LaLiga,22,07/02/2021,A,FC Barcelona,Real Betis Balompie,02:03,CF,59,01:01,Left-footed shot,Ousmane Dembele
20/21,LaLiga,23,13/02/2021,H,FC Barcelona,Deportivo Alaves,05:01,CF,45+1,02:00,Left-footed shot,Sergio Busquets
20/21,LaLiga,23,13/02/2021,H,FC Barcelona,Deportivo Alaves,05:01,CF,75,04:01,Left-footed shot,Antoine Griezmann
20/21,UEFA Champions League,last 16,16/02/2021,H,FC Barcelona,Paris Saint-Germain,01:04,CF,27,01:00,Penalty,
20/21,LaLiga,24,21/02/2021,H,FC Barcelona,Cadiz CF,01:01,CF,32,01:00,Penalty,
20/21,LaLiga,1,24/02/2021,H,FC Barcelona,Elche CF,03:00,CF,48,01:00,Left-footed shot,Martin Braithwaite
20/21,LaLiga,1,24/02/2021,H,FC Barcelona,Elche CF,03:00,CF,68,02:00,Left-footed shot,Frenkie de Jong
20/21,LaLiga,25,27/02/2021,A,FC Barcelona,Sevilla FC,00:02,CF,85,00:02,Right-footed shot,Ilaix Moriba
20/21,UEFA Champions League,last 16,10/03/2021,A,FC Barcelona,Paris Saint-Germain,01:01,SS,37,01:01,Long distance kick,Pedri
20/21,LaLiga,27,15/03/2021,H,FC Barcelona,SD Huesca,04:01,SS,13,01:00,Left-footed shot,Sergio Busquets
20/21,LaLiga,27,15/03/2021,H,FC Barcelona,SD Huesca,04:01,SS,90,04:01,Left-footed shot,Francisco Trincao
20/21,LaLiga,28,21/03/2021,A,FC Barcelona,Real Sociedad,01:06,SS,56,00:04,Left-footed shot,Sergio Busquets
20/21,LaLiga,28,21/03/2021,A,FC Barcelona,Real Sociedad,01:06,SS,89,01:06,Left-footed shot,Jordi Alba
20/21,Copa del Rey,Final,17/04/2021,A,FC Barcelona,Athletic Bilbao,00:04,CF,68,00:03,Left-footed shot,Frenkie de Jong
20/21,Copa del Rey,Final,17/04/2021,A,FC Barcelona,Athletic Bilbao,00:04,CF,72,00:04,Left-footed shot,Jordi Alba
20/21,LaLiga,31,22/04/2021,H,FC Barcelona,Getafe CF,05:02,CF,8,01:00,Left-footed shot,Sergio Busquets
20/21,LaLiga,31,22/04/2021,H,FC Barcelona,Getafe CF,05:02,CF,33,03:01,Left-footed shot,
20/21,LaLiga,33,29/04/2021,H,FC Barcelona,Granada CF,01:02,CF,23,01:00,Left-footed shot,Antoine Griezmann
20/21,LaLiga,34,02/05/2021,A,FC Barcelona,Valencia CF,02:03,CF,57,01:01,Left-footed shot,
20/21,LaLiga,34,02/05/2021,A,FC Barcelona,Valencia CF,02:03,CF,69,01:03,Direct free kick,
20/21,LaLiga,36,11/05/2021,A,FC Barcelona,Levante UD,03:03,SS,25,00:01,Left-footed shot,
20/21,LaLiga,37,16/05/2021,H,FC Barcelona,Celta de Vigo,01:02,SS,28,01:00,Header,Sergio Busquets
21/22,UEFA Champions League,Group Stage,28/09/2021,H,Paris Saint-Germain,Manchester City,02:00,RW,74,02:00,Left-footed shot,Kylian Mbappe
21/22,UEFA Champions League,Group Stage,19/10/2021,H,Paris Saint-Germain,RB Leipzig,03:02,RW,67,02:02,Left-footed shot,Kylian Mbappe
21/22,UEFA Champions League,Group Stage,19/10/2021,H,Paris Saint-Germain,RB Leipzig,03:02,RW,74,03:02,Penalty,
21/22,Ligue 1,14,20/11/2021,H,Paris Saint-Germain,FC Nantes,03:01,RW,87,03:01,Left-footed shot,Kylian Mbappe
21/22,UEFA Champions League,Group Stage,07/12/2021,H,Paris Saint-Germain,Club Brugge KV,04:01,CF,38,03:00,Left-footed shot,Kylian Mbappe
21/22,UEFA Champions League,Group Stage,07/12/2021,H,Paris Saint-Germain,Club Brugge KV,04:01,CF,76,04:01,Penalty,
21/22,Ligue 1,23,06/02/2022,A,Paris Saint-Germain,LOSC Lille,01:05,CF,38,01:03,Left-footed shot,
21/22,Ligue 1,30,03/04/2022,H,Paris Saint-Germain,FC Lorient,05:01,RW,73,04:01,Left-footed shot,Kylian Mbappe
21/22,Ligue 1,34,23/04/2022,H,Paris Saint-Germain,RC Lens,01:01,RW,68,01:00,Left-footed shot,Neymar
21/22,Ligue 1,37,14/05/2022,A,Paris Saint-Germain,Montpellier,00:04,CF,6,00:01,Left-footed shot,Kylian Mbappe
21/22,Ligue 1,37,14/05/2022,A,Paris Saint-Germain,Montpellier,00:04,CF,20,00:02,Left-footed shot,Kylian Mbappe
21/22,Trophée des Champions,Final,31/07/2022,H,Paris Saint-Germain,FC Nantes,04:00,CF,22,01:00,Right-footed shot,
21/22,Ligue 1,1,06/08/2022,A,Paris Saint-Germain,Clermont Foot,00:05,CF,80,00:04,Left-footed shot,Neymar
21/22,Ligue 1,1,06/08/2022,A,Paris Saint-Germain,Clermont Foot,00:05,CF,86,00:05,Left-footed shot,Leandro Paredes
22/23,Troph�e des Champions,Final,31/07/2022,H,Paris Saint-Germain,FC Nantes,04:00,CF,22,01:00,Right-footed shot,
22/23,Ligue 1,1,06/08/2022,A,Paris Saint-Germain,Clermont Foot,00:05,CF,80,00:04,Left-footed shot,Neymar
22/23,Ligue 1,1,06/08/2022,A,Paris Saint-Germain,Clermont Foot,00:05,CF,86,00:05,Left-footed shot,Leandro Paredes
22/23,Ligue 1,3,21/08/2022,A,Paris Saint-Germain,LOSC Lille,01:07,AM,27,00:02,Right-footed shot,Nuno Mendes
22/23,Champions League,Group Stage,14/09/2022,A,Paris Saint-Germain,Maccabi Haifa,01:03,SS,37,01:01,Left-footed shot,
22/23,Ligue 1,8,18/09/2022,A,Paris Saint-Germain,Olympique Lyon,00:01,AM,5,00:01,Left-footed shot,Neymar
22/23,Ligue 1,9,01/10/2022,H,Paris Saint-Germain,OGC Nice,2:1,AM,28,1:0,Direct free kick,
22/23,UEFA Champions League,Group Stage,05/10/2022,A,Paris Saint-Germain,SL Benfica,1:1,AM,22,0:1,Left-footed shot,Neymar
22/23,Ligue 1,12,21/10/2022,A,Paris Saint-Germain,AC Ajaccio,0:3,CF,78,0:2,Left-footed shot,Kylian Mbappe
22/23,UEFA Champions League,Group Stage,25/10/2022,H,Paris Saint-Germain,Maccabi Haifa,7:2,SS,19,1:0,Left-footed shot,Kylian Mbappe
22/23,UEFA Champions League,Group Stage,25/10/2022,H,Paris Saint-Germain,Maccabi Haifa,7:2,SS,44,4:1,Left-footed shot,Kylian Mbappe
22/23,Ligue 1,13,29/10/2022,H,Paris Saint-Germain,ESTAC Troyes,4:3,RW,55,2:2,Left-footed shot,Sergio Ramos
22/23,Ligue 1,18,11/01/2023,H,Paris Saint-Germain,Angers SCO,2:0,AM,72,2:0,Right-footed shot,Nordi Mukiele
22/23,Ligue 1,21,01/02/2023,A,Paris Saint-Germain,Montpellier HSC,1:3,SS,72,0:2,Left-footed shot,Fabián Ruiz
22/23,Ligue 1,22,04/02/2023,H,Paris Saint-Germain,FC Toulouse,2:1,SS,58,2:1,Left-footed shot,Achraf Hakimi
22/23,Ligue 1,24,19/02/2023,H,Paris Saint-Germain,LOSC Lille,4:3,CF,90+5,4:3,Direct free kick,
22/23,Ligue 1,25,26/02/2023,A,Paris Saint-Germain,Olympique Marseille,0:3,CF,29,0:2,Right-footed shot,Kylian Mbappe
22/23,Ligue 1,26,04/03/2023,H,Paris Saint-Germain,FC Nantes,4:2,CF,12,1:0,Left-footed shot,